,code,stock,concept,cause,thing,url,explain,title,dt,Unnamed: 0
59,sz002292,奥飞娱乐,人工智能,数字人+VR+动漫IP+儿童版ChatGPT,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,7b7guvgthy,"1、2023年6月1日盘中消息，小冰公司首批网红明星AI克隆人已经上线。2023年5月30日公告，公司与小冰公司达成战略合作协议，共同推进“IP+AI”产业化落地。,2、参股公司诺亦腾的VR交互手套适配Pico的VR一体机，参股的乐相科技专注从事于可穿戴设备虚拟现实技术的研究和产业化。,3、公司的主业为动漫IP及其内容的创作、传播和运营，以及玩具衍品、婴童产品的研发、生产和销售；公司虚拟偶像工作室旗下包括超级飞侠团队成员乐迪等人气IP角色。,4、2023年图灵机器人发布首个儿童版ChatGPT，图灵机器人是光年无限（公司参股5%）旗下的智能聊天机器人开放平台。,5、公司预计将于2023年内上映《超级飞侠》首部大电影和《贝肯熊3》，2024年内有望上线《喜羊羊》大电影。",06月06日奥飞娱乐股票异动解析,2023-06-06,442.0
60,sh600415,小商品城,人工智能,一带一路数据中心+跨境支付,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。英伟达对未来与英特尔合作建造人工智能芯片持开放态度。,8z5sjn18gn,1、2023年4月24日公告，公司拟携浙江联通共同打造“一带一路”国际数据中心。一期规划机柜3000架，计算能力约12万VCPU,06月05日小商品城股票异动解析,2023-06-05,489.0
61,sz002015,协鑫能科,电力,换电储能+算力中心+清洁能源运营+回购,5月以来，南方区域用电负荷持续走高。,c95lsd2e92,"1、公司聚焦源网荷储充云移动储能数字能源一体化发展，涉及充换电储能相关业务。2023年5月30日企查查显示，安徽车态链公司成立，经营范围包含：电动汽车充电基础设施运营等。由协鑫能科间接全资控股。,2、2023年5月24日公告，公司拟在苏州算力和安全产业园设立协鑫能源算力中心全球总部，计划于2024年底前在全球范围内建立15个能源算力中心。,3、2023年6月3日互动，公司致力于将多元算力与核心电力相结合，让能源变数字，电力变算力，丰富公司能源供应产品和能力。,4、建德抽水蓄能电站项目目前已开工，正按建设节点稳步推进中。,5、公司主营业务为移动能源、清洁能源运营以及锂电资源材料，三大业务循环联动，致力于成为领先的移动数字能源科技运营商。2023年6月3日，截至2023年5月底公司累计回购股份数量为868.36万股，成交总金额为9475.59万元。（2022年底公告拟5亿元-10亿元回购股份）",06月05日协鑫能科股票异动解析,2023-06-05,504.0
62,sz002315,焦点科技,数字人/虚拟助手,AI外贸助手+跨境支付+跨境电商,2023年6月1日盘中消息，小冰首批网红明星克隆人已提前上线,8z0v8853hs,"1、公司AI产品正式版本5月15号上线，基础报价暂定月1980，半年5980、全年9980，据用户反馈图片处理与买家背调使用比较频繁。b类用户决策周期较长，目前产品截至上周末售出200单，六月份相继有三场大的营销大会，目标今年覆盖50%的付费用户。,2、公司发布\AI麦克”产品，其定位是解决通用AI工具和外贸企业痛点，成为外贸企业的AI专有助手。,3、2023年4月27日公告，公司旗下中国制造网与凯越集团签署战略合作协议，共同创新跨境电商模式，凯越集团的前身宁波凯越国际贸易，集团下辖包括五十余家从事出口贸易的事业部和公司。,4、焦点支付事业部于2021年设立，推出一站式跨境收结汇产品Global Pay，平台推出的跨境支付已开放给200多个国家和地区。,5、公司旗下百卓轻云ERP系通过运用互联网技术，为国内中小企业提供采购、销售等一站式解决方案。",06月02日焦点科技股票异动解析,2023-06-02,545.0
63,sh688111,金山办公,人工智能,数字办公生态共建计划+WPS AI+信创,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。英伟达对未来与英特尔合作建造人工智能芯片持开放态度。,2czjevkj62,"1、2023年5月31日公司在上海发布“数字办公生态共建计划”，计划2023年下半年在全国优选30家数字化办公领域生态合作伙伴；WPS AI已接入旗下办公组件，有望于近期正式上线，未来WPS AI将锚定AIGC、阅读理解和问答、人机交互三个战略方向发展，并接入金山办公全线产品。,2、2023年3月27日百度智能云闭门会议测试企业办公类产品内容生成demo，调用金山办公WPS的API，百度智能云将作为渠道之一，推广金山wps。券商研报称继移动办公、云和协同办公后，办公软件的下一个风口是智能化。,3、公司是国内领先的办公软件和服务提供商，主要从事WPS Office办公软件产品及服务的设计研发及销售推广。,4、为适应客户的安全可靠需求，公司自主研发的 WPS Office Linux版本已经全面支持国产整机平台(如：龙芯、飞腾、兆芯、申威等芯 片)和国产操作系统。",06月01日金山办公股票异动解析,2023-06-01,573.0
64,sh603918,金桥信息,人工智能,多元解纷平台+阿里蚂蚁+AI司法+智慧教育,"2023年5月26日英伟达美股上涨24%。该公司发布的第二季度营收展望超出预期。
2023年5月27日中关村论坛举行期间，北京市互联网3.0白皮书发布、应用场景建设提速。",2cw88d2tn5,"1、2023年5月25日，湖南催收巨头永雄资产决定停业。加强法院事前阳光调解的建设，有望成为缓解金融法律纠纷矛盾的重要手段。公司运营的多元解纷平台于2022年9月在杭州相关法院开始试运行，2022年12月正式上线运营，主要应用在金融借款合同、信用卡、融资租赁合同等纠纷类型。,2、公司与蚂蚁合作打造金融司法纠纷平台，处理互联网金融纠纷案件，且向第三方互金公司开放。,3、公司拥有两大AI落地场景，法院场景面临着大量案件卷宗等处理需求与法官人数不足，非常适合AI大模型落地赋能；金融法律科技要处理大量不良小贷，同时催收环节也可以通过AI赋能提升效率。,4、金桥司法Saas业务在全国3500家法院全覆盖。易享Heyshare是公司自主研发的企业级云视频服务平台，提供全平台场景覆盖的一整套软硬件解决方案。公司在Web3.0涉及或关联的区块链等方面有一定的技术储备。",05月30日金桥信息股票异动解析,2023-05-30,662.0
65,sz002605,姚记科技,人工智能,AI游戏+球星卡+元宇宙,"2023年5月26日英伟达美股上涨24%。该公司发布的第二季度营收展望超出预期。
2023年5月27日中关村论坛举行期间，北京市互联网3.0白皮书发布、应用场景建设提速。",c8vqxl62tp,"1、公司作为轻中度游戏厂商，或将更快实现AI效率优化的落地体现，营销业务也有望享受AI赋能，特别是芦鸣科技依托字节系平台，字节未来大模型落地也将对公司带来促进。,2、公司主要经营移动游戏业务、扑克牌业务和互联网创新营销业务三大板块，完成了对卡牌交易&发行平台Card Hobby亿元级融资，公司投资球星卡公司上海超旺，球星卡兼具收藏价值和投资价值。公司储备了大量Unitity3D 研发人员，产品应用该项技术。,3、公司持有上海细胞治疗工程技术研究中心股权，标的从事细胞治疗技术、生物技术、实验室设备技术领域内的技术开发。,4、公司收购的芦鸣科技以效果广告营销为核心，构建了覆盖数据分析、效果营销、效果优化、短视频内容生产、内容营销的互联网营销全链条。",05月30日姚记科技股票异动解析,2023-05-30,666.0
66,sz300308,中际旭创,光模块,光模块+云计算,"2023年5月25日英伟达二季报业绩展望大超预期，盘后股价大涨。
2023年5月18日，传闻称两家北美大厂更新了对明年800G的需求规划指引，预计两家合计将达到700万只，全行业需求在2024年需求可能会达到1000万只，相较以前市场预期的300到400万的需求,有较大幅度的上修。",2cw88d5l70,"1、2023年5月29日，生成式AI引擎NVIDIA DGX GH200现已投入量产。券商认为从算力提升角度对800G光模块需求砍半，从端口角度需求变成原来的2.3-5.1倍，800G光模块总体需求提升，相当于原来的1.15-2.3倍。,2、2023年5月17日调研纪要，2023年海外客户在云数据中心800G需求增长迅速，来自AI方面的需求大超年初预期，公司占据了较高份额。由于800G是新产品才刚上量，处于供不应求的状态。下半年公司将以保障订单顺利交付为主，尽可能多的出货，非常看好明年800G更大规模的增长。,3、公司在2023年OFC会议上推出多款新品，包括1.6T单通道200G光模块等，800G及相干光模块已经实现小批量出货。,4、公司是光通信领军，主营业务为高端光通信收发模块以及光器件的研产销。全资子公司苏州旭创致力于高端光通信收发模块的研发等，产品服务于云计算数据中心等领域。,5、子公司成都储翰主营接入网光模块和光组件、生产及销售，拥有从芯片封装到光电器件到光电模块的垂直整合产品线。",05月30日中际旭创股票异动解析,2023-05-30,696.0
67,sz300496,中科创达,人工智能,英伟达合作+自动驾驶+智能操作系统,"2023年5月26日英伟达美股上涨24%。该公司发布的第二季度营收展望超出预期。
2023年5月27日中关村论坛举行期间，北京市互联网3.0白皮书发布、应用场景建设提速。",8yu90z9skf,"1、公司获得Jetson和DRIVE两大平台的驱动开发和画质调优（ISP Tuning）权限，成为中国首家获得英伟达画质调优授权的公司，可为英伟达生态伙伴提供全面系统的技术培训和跟踪式问题解答支持。面向英伟达DRIVE平台，公司可实现软硬件一体解决方案。,2、在自动驾驶领域",05月29日中科创达股票异动解析,2023-05-29,709.0
68,sz002558,巨人网络,游戏,AI游戏+游戏出海+元宇宙,2023年5月29日，英伟达宣布为游戏提供定制化AI模型代工服务,c8u38qbq1w,"1、2023年5月26日讯，巨人网络《球球大作战》与中华铅笔达成跨界合作。,2、2023年4月3日，巨人集团创始人史玉柱在内部谈及“游戏+AI”话题。AI带来游戏商业模式变革。降本增收。2023年2月20日巨人网络确认将接入百度人工智能新产品“文心一言”，旗下《太空行动》与百度文心一言联合推出第一个由国产AI生成的手游形象“太空鲨”,3、巨人网络于2023年3月22日推出基于海外市场所打造的全新品牌ZTimes。,4、公司主营业务是互联网游戏的研发和运营。公司最主要的两条产品线分别为“征途”系列和“球球大作战”等。,5、公司将元宇宙游戏确定为长期布局的方向之一，已为旗下多款产品申请了元宇宙商标注册。",05月29日巨人网络股票异动解析,2023-05-29,721.0
69,sz300002,神州泰岳,游戏,手游+算力+富媒体,2023年5月29日，英伟达宣布为游戏提供定制化AI模型代工服务,fjtxgfchjm,"1、公司旗下手游业务、云服务、移动WIFI等均以出海为主，尤其是壳木游戏，已经成长为中国出海手游最具代表性的公司之一。,2、2023年3月29日讯，公司携\算力网络一体化运营”系列产品亮相算云融产业大会。公司是市场上唯一一家在NLP（自然语言处理）与游戏领域都有深入布局的公司，DINFO-OEC在自然语言处理（NLP）领域处于业界领先水平。,3、子公司鼎福智能，主营就是语意智能，已经落地140多个场景和16个行业，专注人工智能领域，在金融智能催收+公安刑侦领域实现商业化应用落地。,4、公司多年围绕RCS业务为运营商提供技术服务和解决方案，是中国移动在RCS业务领域重要的合作伙伴之一，提供RCS业务平台、维护服务、行业类富媒体消息业务系统及运营等技术服务。",05月29日神州泰岳股票异动解析,2023-05-29,723.0
70,sz300394,天孚通信,光模块,扩产招聘+光模块上游+GPU合作+激光雷达,"2023年5月25日英伟达二季报业绩展望大超预期，盘后股价大涨。
2023年5月18日，传闻称两家北美大厂更新了对明年800G的需求规划指引，预计两家合计将达到700万只，全行业需求在2024年需求可能会达到1000万只，相较以前市场预期的300到400万的需求,有较大幅度的上修。",8yu90zd4m0,"1、公司近期发布扩产招聘，不同于4月中旬的校招，此次招聘是社招，预计规模和力度更大，从招聘岗位来看，或主要针对高速光引擎产线。从历史经验看，公司扩产通常有订单支撑，此前N公司持续有800G加单，券商判断其子公司M也同样拿到加单，而天孚为M公司800G光引擎独供，增长预期持续上修。,2、公司为光模块厂商提供光器件产品配套，光模块是公司下游客户生产的产品，外销占比57.56%。公司主营的光器件产品的应用领域由光通信行业向激光雷达和医疗检测行业延伸拓展。,3、公司布局光引擎业务，与国际GPU龙头深度合作，共同探索在800G、1.6T甚至更高速率下的共封装解决方案。截至2022年12月31日，公司募投项目建设的“面向5G及数据中心的高速光引擎建设项目”累计使用募集资金1.79亿元，项目投资进度22.99%。,4、光通信板块，公司为下游客户提供垂直整合一站式解决方案，包括高速率同轴器件封装解决方案等。,5、激光雷达和医疗检测板块，公司依托现有成熟的光通信行业光器件研发平台，扩展为下游激光雷达和医疗检测客户提供配套新产品。",05月29日天孚通信股票异动解析,2023-05-29,734.0
71,sz002156,通富微电,半导体产业链,AMD80%封装订单+Chiplet封装+芯片+CPO项目,英伟达业绩超预期，带动美股半导体板块多数大涨。TrendForce发布报告指出，全球DRAM芯片需求预计最早将在7月份超过供应。,alu64ux4v7,"1、据悉，ADM预计下半年发布MI300与英伟达H100媲美。公司是中国大陆排名第二的封测企业，也是AMD最大的封装测试供应商，目前AMD的芯片封装80%订单给到通富微电，已具备Chiplet封装的大规模生产能力。,2、公司2022年已为国际知名汽车电子客户开发的第三代半导体碳化硅产品，应用于客户新能源车载逆变器等领域，在国内首家通过客户考核并进入量产。,3、2023年公司拟2亿元参设产业基金对泛半导体领域进行投资布局；公司CPO项目正处于前期技术调研阶段。,4、公司主营业务为集成电路封装测试，封测的产品有可能用于移动支付领域；公司提供毫米波产品封测业务，下游应用领域有包括车载雷达等。,5、2022年10月比亚迪投资数字信号芯片商湖南进芯电子， 后者股东含通富微电。2016年公司出资3.71亿美元收购了AMD位于中国苏州和马来西亚槟城两个封测厂各85%的股权。通过并购，公司与AMD签署了长期业务合作协议，双方形成了“合资+合作”的强强联合模式。",05月29日通富微电股票异动解析,2023-05-29,738.0
72,sz300476,胜宏科技,人工智能/机器人,英伟达供货商+印制电路板+汽车电子,2023年5月26日英伟达美股上涨24%。该公司发布的第二季度营收展望超出预期。,c8p59wv9f7,"1、公司是英伟达核心供应链企业和全球该领域龙头，全面配套英伟达全系产品，还与AMD、国产CPU企业深度合作。公司现已推出高阶HDI、高频高速PCB等多款AI服务器相关产品，可完全满足客户对高端PCB产品的需求。,2、公司主营业务为新型电子器件（印制电路板）的研究开发、生产和销售，外销占比62.22%。,3、公司拥有省级工程技术研发中心，主要产品有高端多层板、HDI板等，广泛应用于新能源、汽车电子（新能源）、5G 新基建、大数据中心等领域。,4、miniLED为公司重要下游应用领域，下游产品包括平板电脑、车载显示等。",05月26日胜宏科技股票异动解析,2023-05-26,765.0
73,sz000021,深科技,半导体产业链,长鑫供应商\u002F存储封测+高带宽存储芯片+高端制造,2023年5月23日盘中讯，日本正式将先进芯片制造设备等23个品类纳入出口管制。清单涉及清洗、成膜、热处理、曝光、蚀刻、检查等23个种类，包括极紫外（EUV）相关产品的制造设备和三维堆叠存储器的蚀刻设备等。,2cpnlpw73y,"1、23年5月10日盘后消息，长鑫存储所需的晶片制造设备不受美国出口管制影响，将继续推动在上交所上市。公司是国内存储封测龙头，长鑫的主力封测供应商。,2、公司目前存储封测总产能为8.2万片\u002F月，深圳厂稼动率处于满载，合肥工厂稼动率80%，公司在国内封测工艺领先，预计是国内存储芯片大厂后段委外最大受益方。,3、HBM(高带宽存储芯片，配套算力底座GPU)将数个DRAM裸片堆叠起来与数据中心GPGPU配合工作。公司具备8层和16层DRAM堆叠工艺，有望切入HBM封装赛道。,4、深科技合肥沛顿存储由国家集成电路产业投资基金二期出资合计9.5亿元。合肥沛顿主要从事动态随机存储器DRAM、NAND FLASH的颗粒封装测试，晶圆中测Chip Probing和内存模组制造业务。,5、公司主要从事高端存储芯片的封装与测试，产品包括动态随机存取存储器、NAND 型闪存以及嵌入式存储芯片。",05月26日深科技股票异动解析,2023-05-26,786.0
74,sh605011,杭州热电,电力,热电联产+集中供热,"2023年5月19日盘后，国家发改委发布《电力需求侧管理办法（征求意见稿）》、《电力负荷管理办法（征求意见稿）》，逐步将需求侧资源以虚拟电厂等方式纳入电力平衡，提高电力系统的灵活性。
近日，媒体报道据气象学家猜测，2023年夏季将是全球有史以来最热的夏季之一。",fjmblmkrgg,"1、2023年5月23日晚发布股票交易严重异常波动公告。未发现存在对公司股票交易价格可能产生重大影响的媒体报道及市场传闻，也未发现存在涉及市场热点概念事项。公司无超超临界机组和虚拟电厂业务。,2、公司是浙江省较早建成的热电联产、集中供热环保节能型企业，实控人杭州人民政府。公司一直立足于长三角区域进行热电联产项目的开发、投资和运营管理。,3、公司开展电子围栏系统、无人机巡检系统、三维虚拟电厂等项目。,4、公司已发展成为业务集热电联产、热力供应、煤炭经营于一体，地域覆盖上海、杭州等各地工业园区的多元化、跨地区企业集团。公司控股、参股的热电厂在浙江省和上海市一共覆盖了长三角的多个开发区和工业园区。",05月25日杭州热电股票异动解析,2023-05-25,800.0
75,sz300842,帝科股份,光伏,光伏银浆+半导体电子封装,第十六届(2023)国际太阳能光伏与智慧能源(上海)大会于2023年5月23至26日在上海举行。,8ymp55mqva,"1、2023年5月23日国际太阳能光伏与智慧能源（上海）大会上，公司宣布对旗下N型高效电池金属化浆料产品线进行全新升级，发布升级款TOPCon与HJT电池金属化浆料方案。,2、券商观点：随着N型产能大规模落地，N型电池渗透率有望从2022年的8%提升至2023年的27%，2023年光伏银浆加工费市场空间有望同比增长50%+。,3、公司主要产品是晶硅太阳能电池正面银浆，可应用于光伏电池片的生产，是提升晶硅太阳能电池转换效率的关键材料之一，占太阳能电池片总成本约10%，在非硅成本中占比超 30%。,4、公司新型电子浆料等电子材可广泛应用于新能源、半导体、显示照明等行业；用于高可靠性芯片封装的导电粘合剂产品，是半导体电子封装领域的关键材料，在国内属于领先水平，同行业公司有德国汉高，日本京瓷等。",05月25日帝科股份股票异动解析,2023-05-25,810.0
76,sh601138,工业富联,人工智能,英伟达代工+AI服务器+工业互联网,2023年5月25日英伟达美股盘后一度涨幅扩大至近30%。该公司发布的第二季度营收展望超出预期。,2cn0ppgm0f,"1、2023年5月25日英伟达美股盘后一度涨幅扩大至近30%。该公司发布的第二季度营收展望超出预期。公司大幅增加数据中心芯片的供应量；下半年的芯片供应量将大幅增加。,2、公司于22年5月份跟英伟达进行战略合作，独家设计生产交付其最新的GPU HPC平台。公司云计算板块两大客户之一客户微软capex回升向上，公司持续扩张服务器产能。,3、23年3月17日盘后公司证实向客户供应的高效运算（HPC）系统，已应用于ChatGPT，以及接下来ChatGPT Plus和其他AI相关的应用中。,4、公司AI服务器及HPC出货增长迅速，在2022年云服务商产品中占比增至约20%。公司产品已开发至第四代HGX-4。公司是智能制造及工业互联网解决方案服务商，主要业务包含云计算、通信等。",05月25日工业富联股票异动解析,2023-05-25,824.0
77,sh600732,爱旭股份,电力,太阳能电池+光伏,国家发改委周五盘后发布《电力需求侧管理办法（征求意见稿）》、《电力负荷管理办法（征求意见稿）》，逐步将需求侧资源以虚拟电厂等方式纳入电力平衡，提高电力系统的灵活性。,40gzvknmwd,"1、2023年5月17日公告，子公司拟向珠海迈科斯采购光伏电池片设备，合同总金额1.76亿元；同日公告，公司拟由广东爱旭以自有资金向浙江爱旭增加注册资本金22.235亿元。增资后，浙江爱旭注册资本由32.765亿元增加至55亿元，广东爱旭仍持有浙江爱旭100%股权。,2、2023年4月21日公告，公司拟在济南市新旧动能转换起步区建设30GW高效晶硅太阳能电池项目及其配套30GW组件项目。上述项目预计投资总金额360亿元(含流动资金)。同时4月11日公司发布三个扩产项目，11天内公司签下四大光伏项目，合计投资金额高达约660亿元。,3、公司主营高效太阳能电池的研发、生产和销售。公司已与通威、天合、阿特斯等厂商达成合作；公司拥有全球规模最大的溴冷机生产基地。公司自主研发的新一代N型 ABC电池技术，面向终端客户推出“源网荷储”一体化解决方案。",05月22日爱旭股份股票异动解析,2023-05-22,931.0
